Unique,Text,Average Score,Type,source_id
14897$SPY,StockMasters: European Debt once again Keeps Stocks Down http://stks.co/1Avg > $EUR $SPY $VXX,-0.374,stocktwits,5835477
14914$SPY,Crude Oil Bears Take a Clear Near Term Advantage > http://stks.co/1bfD $USO $GLD $GDX $SPY,-0.501,stocktwits,6148018
14925$SPY,$SPY bull move ended waiting for next setup,-0.204,stocktwits,5491633
14955$SPY,$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,0.412,stocktwits,5612699
14975$SPY,"$SPY Yes buy everything up, World is fine",0.829,stocktwits,6058084
14977$SPY,112.35 gotta hold $SPY,0.345,stocktwits,5285822
15010$SPY,FMMF: Big Drop in Hedge Fund Exposure to Market in Q3 http://stks.co/1LOh > Can you blame them? Even sharks don't trust this market $SPY,-0.402,stocktwits,5964148
15035$SPY,$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,0.341,stocktwits,5721348
15046$SPY,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,-0.443,stocktwits,6139459
15066$SPY,"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",-0.312,stocktwits,5499580
15076$SPY,add short 119.2 $SPY,-0.55,stocktwits,5866181
15162$SPY,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,0.316,stocktwits,5981298
15165$SPY,"$spy  but not all 27 EU members. 
futher declines",-0.395,stocktwits,6046547
15187$SPY,$spy thinking that last entry was good but needs a push http://stks.co/1CAv,0.207,stocktwits,5851788
15221$SPY,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",-0.407,stocktwits,5664221
15225$SPY,"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",-0.469,stocktwits,5400070
15241$SPY,$vxx starting to creep up while $spy sits near hod ...,0.141,stocktwits,6192243
15267$SPY,$SPY weak close,-0.297,stocktwits,8186981
15271$SPY,$SPX http://stks.co/2vPT I rather be neutral to bullish rather than bearish. Still a stock pickers market. $SPY,0.185,stocktwits,7282427
15319$SPY,"RT @jvccapital $SPY 80% Greek bondholders are short the US market, get my money back? (If they are they have now managed to lose it all)",-0.326,stocktwits,6490798
15320$SPY,"$SPY and $VXX pair trade is one of my favorite trade, consistent gains but small",0.219,stocktwits,8335537
15334$SPY,$SPY Long 1/2 position 137.89,0.428,stocktwits,10462838
15342$SPY,@MattKelmon 4 more years will be alot to worry about $spy $dia,-0.319,stocktwits,8331684
15368$SPY,142.21 - should be a difficult point to cross $SPY,-0.162,stocktwits,9145757
15372$SPY,Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,-0.342,stocktwits,8504139
15419$SPY,@Stef540 Last year  mkt fell on debt downgrade in early Aug. S&P500 corrected 10% before the DG which was due to slow growth $SPY,-0.159,stocktwits,8559122
15516$SPY,"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",0.495,stocktwits,10041008
15591$SPY,Market seems stuck in the mud..  $SPY,-0.259,stocktwits,7790395
15667$SPY,"IMO, Fed stimulus of any kind cud not be defended by Obama, thus is exceptionally bullish for Romney, the mkt, and the economy. #FED $spy",0.421,stocktwits,8899188
15751$SPY,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,-0.223,stocktwits,11635675
15769$SPY,$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,0.529,stocktwits,11763766
15783$SPY,"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",0.297,stocktwits,12077499
15784$SPY,$SPY wouldn't be surprised to see a green close,0.416,stocktwits,14422418
15887$SPY,@howardlindzon true but short the market using plenty of reverse ETF's should be the alternative rather than bubble creation. $SPY,-0.541,stocktwits,14972619
15918$SPY,$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,-0.287,stocktwits,16095490
16012$SPY,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,-0.454,stocktwits,14668154
16015$SPY,$SPY c'mon bulls buy DIPS!,0.228,stocktwits,13895720
16019$SPY,@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,-0.443,stocktwits,13946775
16066$SPY,$SPY  still wants higher I think.,0.448,stocktwits,14655289
16116$SPY,Monday commodity weakness a staple in 2013 right along with the consumer/smallcap multiple expansion algo. $SPY,-0.376,stocktwits,17806735
16133$SPY,$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,-0.35,stocktwits,14320787
16202$SPY,"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",-0.148,stocktwits,26160853
16208$SPY,$SPY hows oil  < $60 sound...good for economy,0.273,stocktwits,30088782
16260$SPY,$SPY gold going parabolic... wonder why? $FEYE $P $YELP... keep chasing those tops boys.,0.442,stocktwits,19129771
16318$SPY,"US Adds 321K Jobs In November, Most Since 2012, Unemployment Rate Remains At 5.8% Gold Futures off $16 at $1191 $GDXJ $SPY $GLD $SLV   $NUGT",0.183,stocktwits,29932186
16394$SPY,$SPY I just feel the people who are buying are the same ones with their finger on the sell button,-0.054,stocktwits,21825008
16420$SPY,"$Spy the bubble is in stock buy backs, not sure fed can do anything about that, now that deflation may be coming. Hard macro mkt",-0.143,stocktwits,24972160
16485$SPY,$SPY In for 195 calls at .78,0.49,stocktwits,27434594
16506$SPY,"""@ACInvestorBlog: $SPY eod run :)""",0.391,stocktwits,19621261
16522$SPY,"""Alibaba IPO hoopla can’t hide risk of Chinese stocks"" http://stks.co/g153b and http://stks.co/h151z $BABA $SPY #notForMe",-0.272,stocktwits,26919572
16557$SPY,$SPY Relief rally becomes belief rally?,0.387,stocktwits,21130209
16600$SPY,"""@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY"" watch for a close near HOD. Currently up +3%"" up +5%",0.361,stocktwits,29960476
16761$SPY,$SPY $BDI The Baltic Dry Index has only been lower than this 8 days in 30 years...  http://stks.co/b1dmq,-0.482,stocktwits,32381426
16788$SPY,"Greece, FOMC and much more this week. Moves on both sides possible - larger ranges though. Stay nimble and cautious. $SPY",-0.023,stocktwits,38244443
16793$SPY,"$SPY spy trending on stocktwits is not a good sign. usually means downtrend. ive actually noticed that with many stocks that ""trend"". hmm",-0.421,stocktwits,30811561
16890$SPY,"Homebuilders - $RYL breaking below support, watch this one.  $SPY",-0.397,stocktwits,36124809
16979$SPY,$SPY Looks weak now. V bottom is not yet over. May be around 188 levels we can see it. Stay Short in SPY till then.,-0.504,stocktwits,31138946
17026$SPY,Another great day with millions in gains for Tuesday as shorts get caught in the tall grass??? $SPY  $VXX,0.48,stocktwits,31518357
17038$SPY,$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,0.351,stocktwits,36971017
15201$SPY,$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,-0.406,stocktwits,6168800
15251$SPY,"or is it the M train to the cellar ..""@sspencer_smb: this is what a W bottom looks like. confirmation is a hold above 136.50 $spy",0.259,stocktwits,10558966
15345$SPY,$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,-0.26,stocktwits,7853493
15558$SPY,$ES_F market has a lot of faith in the ECB $SPY,0.414,stocktwits,9393661
15597$SPY,Still cogniscicent of Euro mess and ensuing newsflow. $EWG $SPY,-0.149,stocktwits,6522873
16350$SPY,$SPY Ha ha 25 banks fail stress test,-0.302,stocktwits,28434648
16854$SPY,$SPY $DIA $IWM Time to stomp on some dreams.,-0.258,stocktwits,37450150
15035$SPX,$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,0.342,stocktwits,5721348
15271$SPX,$SPX http://stks.co/2vPT I rather be neutral to bullish rather than bearish. Still a stock pickers market. $SPY,0.185,stocktwits,7282427
15938$SPX,$RIMM $spx $nya $compq $djia all going down,-0.559,stocktwits,11781180
14924$SPPI,$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,0.601,stocktwits,5620366
15245$SPPI,"@bengman007 Bet the farm on $SPPI, hopeful for good things soon.",0.395,stocktwits,7344888
15278$SPPI,$SPPI 5 year chart suggests $20 is very possible over next 3 months,0.327,stocktwits,8451980
15686$SPPI,@bobinaccounting @BILLYTHE3RD @QR_Winner It will do just fine....IMHO...I have NO worries with $SPPI the real deal here...HOLDING,0.257,stocktwits,7139227
16135$SPLS,"$GOOG Google Will Soon Start Selling Chromebooks At Walmart And Staples, Other Retailers Coming Soon http://stks.co/rGzJ $SPLS $WMT",0.199,stocktwits,14140852
15518$SOX,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,0.308,stocktwits,7399381
15525$SONC,$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,0.492,stocktwits,8596164
16598$SODA,"""@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP""",-0.392,stocktwits,19949687
16713$SODA,$SODA printed a $tradethembi daily buy candle.  Use close below17.25$ on daily as stop with initial target 18.50$ then 19.55,0.373,stocktwits,33363102
16020$SNE,Nomura ests that Xbox platform will lose at least $1B for $MSFT in 2014 & may not be profitable for another year or so after that - $SNE,-0.324,stocktwits,17610673
16444$SNCR,Found some good bull setups this week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --> Let's see if mkt helps out,0.448,stocktwits,28165236
15518$SML,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,0.308,stocktwits,7399381
15046$SMH,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,-0.443,stocktwits,6139459
15518$SMH,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,0.308,stocktwits,7399381
15905$SMH,$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,-0.538,stocktwits,14002353
16674$SMH,$SMH today aside setting up for another drop. 33 to 36 target.Overvalued sector ETF,-0.504,stocktwits,22143743
16796$SMH,@Hashtag_Bullish yeah? Even $EWZ is looking pretty attractive versus this $SPY pig. Or the SOX trading @ 36x reported earning $SMH,0.109,stocktwits,32730863
14961$SLW,"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",0.145,stocktwits,6023448
15476$SLV,$AGQ - $SLV still needs to fill 27.97 - but decent supt here-expect some upside to 30 http://stks.co/bH6r,0.302,stocktwits,11204903
15485$SLV,"If you shorted Gold/Silver recently at the bottom, you will enjoy the bull run that just started $GLD $SLV $NGD $AG $$",0.376,stocktwits,8032355
16014$SLV,"$SLV -4.44% at 18 now AWFUL, down from 42.50",-0.591,stocktwits,14308451
16228$SLV,"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",-0.631,stocktwits,27018625
16286$SLV,"@briander81 $spy has been a bull and $gld a bear, any way u cut it. $gdx $slv",0,stocktwits,25406637
16318$SLV,"US Adds 321K Jobs In November, Most Since 2012, Unemployment Rate Remains At 5.8% Gold Futures off $16 at $1191 $GDXJ $SPY $GLD $SLV   $NUGT",0.098,stocktwits,29932186
14886$SKX,$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,0.298,stocktwits,5564467
15329$SKS,Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,0.315,stocktwits,8582567
15060$SKH,$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,0.622,stocktwits,5782102
14986$SKF,"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",0.466,stocktwits,5948586
15042$SKF,Add to $FXP $SKF positions as posted earlier. (Exit $XLY),0.501,stocktwits,5588045
16163$SIRI,"""@pierrules: $SIRI LONG!!""",0.759,stocktwits,18183440
15141$SINA,"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",-0.55,stocktwits,5917335
15336$SINA,@Sliver Watch $sina aft/pre mrkt. Could be some technical sellers..also shorts getting back in the game..we'll see,-0.344,stocktwits,6495505
15538$SINA,$SINA hear all that before short crap and every time it jumps back in range of 70 bucks,0.328,stocktwits,6929823
15678$SINA,RT @alans $SINA this is going to end in the red>< I highly doubt it..,-0.477,stocktwits,9308332
15847$SINA,$URI over 100% upside left from here in next 6 mnths based  $SINA nov 2010 $LNKD 100% from here based off $BIDU july 2007. History rhymes,0.375,stocktwits,12108658
16136$SINA,"big up & holding on Ali Baba news... ""@TradingPlays: $SINA making big move in pre-market, near test of $59... http://stks.co/sADm""",0.422,stocktwits,13272379
16600$SIMO,"""@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY"" watch for a close near HOD. Currently up +3%"" up +5%",0.408,stocktwits,29960476
15152$SIGA,$SIGA Bid for Reargument Denied by Judge,-0.354,stocktwits,6137296
15844$SHOR,"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",0.661,stocktwits,12971398
16683$SGYP,"$SGYP When this squeezes, the nakeds might just lose everything. I've played this game before and had my head handed to me. Go elsewhere.",0.053,stocktwits,38651699
16691$SGYP,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,0.623,stocktwits,38428783
16115$SFY,$SFY looking weak and possibly ready to 'let go'.,-0.482,stocktwits,15292670
15945$SFUN,"18-11-2013 $SFUN BUY at $68.74 Mental-stop around $67.05 Target at $70.80
www.swingstocktraders.com",0.437,stocktwits,17470361
16442$SFUN,China winners: $QIHU $CTRP $QUNR $BIDU $SFUN $VIPS,0.452,stocktwits,19639364
16584$SFUN,Three of my hot stocks today $SFUN $GMED $THRM...  Thanks @StkCon,0.461,stocktwits,20655340
16774$SFUN,"Quality Stocks With High Cash Returns: http://stks.co/b1eOk $DTV
$STX $SFUN $PPC $ELN",0.414,stocktwits,32427089
15226$SFLY,These companies shld be worried about iCloud $goog $sfly $nflx $emc $vmw $yhoo $msft,-0.329,stocktwits,5806487
14935$SDS,That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,-0.39,stocktwits,5481072
15470$SDS,"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",0.41,stocktwits,7842859
15805$SCTY,$scty covered up last of it 36.2,0.309,stocktwits,14024460
15861$SCTY,$SCTY what's a great move. still hold it since back in at the day before yesterday. Marry Christmas:-),0.461,stocktwits,18464849
16196$SCTY,$SCTY finally broke free from big brother's shadow? $TSLA,0.363,stocktwits,17782586
16508$SCTY,$SCTY can gain and drop a percentage point at the drop of a dime. Earnings is going to be explosive which ever direction it goes.,-0.052,stocktwits,20301148
16617$SCTY,$SCTY Goldman Suks can't bring this one day today.  Look for strong solar rebound today!,0.304,stocktwits,22758333
17078$SCTY,$SCTY is somewhat tempting on the long side here. Inverse cuppa joes.,0.421,stocktwits,36022410
15926$SBUX,$SBUX getting sold here.,-0.551,stocktwits,11723392
16920$SBRCY,End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,0.457,stocktwits,39047668
15716$SAVE,$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,0.546,stocktwits,9174556
16243$SAN,Downbeaten stocks may be ripe for buys:  $SAN $VALE $AA $KMP $WPRT $CREE,0.316,stocktwits,21382309
