TITLE,UsingResource,
Emerging economies likely to hold back global growth,0,0
New Jersey Herald - OECD: Growth in advanced economies gains momentum,OECD,1
OECD: Growth in advanced economies gains momentum - Quincy Herald-Whig  ...,OECD,1
OECD: Growth in advanced economies gains momentum - WBOC-TV 16  ...,OECD,1
OECD: Growth in advanced economies gains momentum - Live5News.com  ...,OECD,1
Economic recovery hampered by slack in developing nations,0,0
"Emerging Economies Holding Back Global Recovery, Think Tank OECD Warns",OECD,1
"Emerging economies holding back global recovery, says OECD",OECD,1
'Global growth to remain sluggish',0,0
Harsh Canadian winter bruises economy but rebound expected: OECD,OECD,1
Cost of living in Israel higher than in OECD,0,0
OECD Sees Developing Economies as Drag on Recovery,0,0
OECD calls for Fed to be cautious in tapering,OECD,1
Emerging economies hurting global growth: OECD,OECD,1
TABLE-OECD quarterly GDP forecasts for major economies,0,0
Griffin's 37 points help Clippers beat Suns,0,0
Virtu Filing Shines Light on High-Frequency Trading Business,0,0
Virtu Financial expects to raise up to $100 million in IPO,0,0
Virtu IPO Filing: One Day of Losses in Five Years?,0,0
High-Speed Trader Isn't So Good With Numbers,0,0
Everyone's Talking About The High-Frequency Trading Firm That Just Had 1  ...,0,0
Virtu IPO Poised to Make a (Multi-) Billionaire of Vinnie Viola,0,0
Virtu IPO: Secret Formula Or Just Great Connections?,0,0
Wall Street To Likely Get New Billionaire As Virtu Prepares For IPO,0,0
High-frequency trading firm Virtu Financial files for an IPO that could raise $250  ...,0,0
Trading firm Virtu Financial plans to raise up to $100 million in IPO,0,0
"Virtu's one trading loss in five years 'incredible', experts say",experts,1
"Virtu Financial, the high-frequency trader who had just 1 day of trading losses in  ...",0,0
"Virtu's one trading loss in four years 'incredible', experts say",experts,1
New trend: High frequency traders tap IPO market,0,0
Automated Trading Firm Virtu Files for Initial Public Offering,0,0
Virtu Financial (VIRT) Files $100M IPO,0,0
Top 10 IPO Filed: Virtu Financial Inc.,0,0
Virtu Filing Shines Light on High-Frequency Trading,0,0
Virtu IPO filing reveals European growth,0,0
High-speed trading firm Virtu seeks $100m IPO,0,0
Virtu reveals share sale details,0,0
The high-frequency trading firm that's about to go public only had one day of  ...,0,0
Virtu Financial Inc. plans IPO; seeks to raise $100M,0,0
High-frequency trading firm Virtu to go public,0,0
Trading firm Virtu Financial plans to raise up to $100 mln in IPO,0,0
"Dick's Sporting Goods edges out Wall Street expectations, stock leaps",0,0
"Dick's Leverages Social, Digital For Sports Awareness",0,0
Dick's Sporting Goods Q4 profit up 6.9%,0,0
Dicks Revenue in Fourth Quarter Tops Wall Street,0,0
Dick's Sporting Goods benefits from winter as 4Q profit rose 7%,0,0
Dick's Sporting Goods 4Q profit rose 7 percent,0,0
Dick's Sporting Goods boosted by 4Q online sales,0,0
Dicks Sporting Goods Inc. (NYSE:DKS) Fourth Quarter Profit Up By 6.9%,0,0
Dick's Sporting Goods Inc. Q4 profit jumps 6.9 percent,0,0
Dick's Sporting Goods Q4 earnings top expectations,0,0
"Dick's Sporting Q4 Profit Meets View, Sales Top; Provides Weak Outlook",0,0
Dick's 4Q revenue tops Street on holiday strength,0,0
Dick's 4Q revenue beats analysts' estimates; sales strong during critical holiday  ...,0,0
Sector Update: Consumer Shares Mixed Pre-Market; Bon-Ton Drops 6% as CEO  ...,0,0
Dick's Sporting Goods reports earnings exceed expectations,0,0
Sector Update: Consumer,0,0
Dick's Sporting Goods earnings top expectations,0,0
Dick's Sporting Goods Scores 7% 4Q Profit Bump,0,0
Dick's 4th quarter revenue tops Street on holiday strength,0,0
"Dick's Sporting Goods profits, sales increase over holiday quarter",0,0
Dick's Sporting Goods Inc.: DICK'S Sporting Goods Reports Fourth Quarter and  ...,DICK'S Sporting Goods,1
Dick's Sporting FY'13 EPS ascends 6%,0,0
Dick's Sporting Goods Inc. (DKS) Releases Q1 Earnings Guidance,0,0
Dick's Sporting Goods Inc. (DKS) Updates FY15 Earnings Guidance,0,0
US Hot Stocks: Hot Stocks to Watch,0,0
"Stocks to Watch: American Eagle, Boyd Gaming, Dick's Sporting Goods",0,0
"Dick's Sporting Goods (DKS) Releases Quarterly Earnings, Hits Estimates",0,0
"Early movers: DKS, JCP, DD, M, TGT, TMUS, S & more",0,0
